Filename	PLA
Instrument name	0850-00115
Operator	
rundate	2019/12/19
proceduresegments	DMA Oscillatory Temperature Ramp
[File Parameters]
Name	PLA
Instrument type	DMA850
Instrument serial number	0850-00115
Instrument name	0850-00115
Instrument location	MFG
Company name	TA
Trios version	4.4.0.41128
File name	D:\2019SJTU\密西根\朱宰亨\邹璧卉\1219 yp201979474\PLA.tri
Run date	2019/12/19 12:33:09
Preload Direction	-1.00000
Starting Force	0.00000
Starting Displacement	17254.8
Time at start of test	0.136161
[Clamp Parameters]
Geometry mass	21.42
Clamp Compliance	0.384603
Zero reference position	28.675
Tool mass calibration date	2019/12/2
Compliance calibration date	2019/12/2
[Firmware Versions]
InfoVerDsp	V2018.9.27
InfoVerWinCe	V2018.8.7
InfoVerDmaIface14	V2017.10.23
InfoVerDmaPower15	V2017.8.9
[Calibration Date Information]
InfoDateDynPhase	2018/11/9 14:33
InfoDateStaticNrm	2018/11/9 13:57
InfoDateTorqLag	2018/6/9 4:07
InfoDateADGain	2018/6/9 3:50
InfoDateInertiaPhase	2018/11/9 14:12
InfoDateInertiaMass	2018/6/11 20:32
InfoDateShaftMass	2018/6/9 3:26
InfoDateDmaForcePosn	2018/6/11 20:26
InfoDateDmaEncoderCorr	2018/6/11 20:30
InfoDateDmaInstStability	2018/11/9 13:52
InfoDateDmaTempOffset	2019/3/26 15:26
InfoDateDmaThermocoupleCal	2019/3/26 14:21
InfoDateSpare17	2018/6/9 3:23
[Calibration Parameters]
SPFrtScaleHi	1987.868
InfoOlStressTol	1.000e-2
InfoOlStressMaxCnt	0
InfoIntSpare8	0
Collect data only when stable	Enabled
Temperature option	None
[step]
Temperature Ramp - 1
Angular frequency	Step time	Temperature	Oscillation strain	Oscillation stress	Tan(delta)	Storage modulus	Loss modulus
rad/s	min	°C	%	MPa		MPa	MPa
6.28319	34.1497	81.086	0.0437056	1.32559e-3	0.205060	2.97117	0.609268
6.28319	34.2330	81.331	0.0435947	1.30884e-3	0.212773	2.93655	0.624818
6.28319	34.2663	81.458	0.0436341	1.32659e-3	0.207261	2.97699	0.617014
6.28319	34.3163	81.621	0.0437618	1.32132e-3	0.206669	2.95686	0.611093
6.28319	34.3663	81.727	0.0438604	1.31713e-3	0.205541	2.94152	0.604604
6.28319	34.4163	81.879	0.0439825	1.31327e-3	0.201735	2.92693	0.590465
6.28319	34.4580	82.001	0.0442301	1.31132e-3	0.210208	2.90136	0.609890
6.28319	34.5163	82.182	0.0438200	1.30841e-3	0.205010	2.92504	0.599662
6.28319	34.5663	82.281	0.0436724	1.29557e-3	0.200316	2.90879	0.582675
6.28319	34.6163	82.442	0.0438235	1.29996e-3	0.208652	2.90381	0.605885
6.28319	34.6663	82.607	0.0433977	1.30717e-3	0.201500	2.95272	0.594971
6.28319	34.7163	82.782	0.0439162	1.29649e-3	0.203182	2.89309	0.587824
6.28319	34.7663	82.954	0.0440063	1.28120e-3	0.211109	2.84861	0.601368
6.28319	34.8163	83.115	0.0439475	1.29827e-3	0.209244	2.89151	0.605030
6.28319	34.8997	83.403	0.0432779	1.29181e-3	0.210607	2.92085	0.615152
6.28319	34.9330	83.492	0.0438400	1.28897e-3	0.209933	2.87746	0.604073
6.28319	34.9830	83.662	0.0439820	1.29926e-3	0.212965	2.88928	0.615315
6.28319	35.0330	83.787	0.0437854	1.28637e-3	0.215343	2.87206	0.618479
6.28319	35.0830	83.939	0.0438371	1.28906e-3	0.215571	2.87454	0.619670
6.28319	35.1663	84.147	0.0441996	1.28992e-3	0.202868	2.86013	0.580229
6.28319	35.1997	84.241	0.0436330	1.28018e-3	0.219427	2.86580	0.628834
6.28319	35.2580	84.446	0.0439139	1.27650e-3	0.221358	2.83813	0.628243
6.28319	35.2997	84.568	0.0437343	1.28288e-3	0.215336	2.86761	0.617500
6.28319	35.3330	84.677	0.0439106	1.28257e-3	0.219275	2.85307	0.625609
6.28319	35.3913	84.836	0.0438702	1.27746e-3	0.222689	2.84229	0.632947
6.28319	35.4580	85.037	0.0436354	1.27695e-3	0.227939	2.85321	0.650359
6.28319	35.4997	85.175	0.0437331	1.26142e-3	0.213139	2.82098	0.601262
6.28319	35.5497	85.271	0.0439129	1.26977e-3	0.222318	2.82265	0.627524
6.28319	35.6080	85.445	0.0441945	1.27424e-3	0.222253	2.81457	0.625546
6.28319	35.6497	85.588	0.0438913	1.28791e-3	0.217807	2.86710	0.624472
6.28319	35.6997	85.745	0.0436803	1.26515e-3	0.226914	2.82459	0.640939
6.28319	35.7497	85.904	0.0437249	1.25845e-3	0.228154	2.80599	0.640198
6.28319	35.8080	86.113	0.0438870	1.25041e-3	0.226409	2.77883	0.629152
6.28319	35.8497	86.169	0.0438486	1.27348e-3	0.230163	2.83027	0.651424
6.28319	35.8997	86.313	0.0440955	1.26291e-3	0.228155	2.79228	0.637072
6.28319	35.9497	86.472	0.0438356	1.25761e-3	0.223575	2.79980	0.625965
6.28319	36.0497	86.752	0.0436826	1.25396e-3	0.231157	2.79688	0.646517
6.28319	36.0830	86.846	0.0437149	1.26282e-3	0.233108	2.81333	0.655809
6.28319	36.1247	86.989	0.0439217	1.26232e-3	0.237697	2.79612	0.664628
6.28319	36.1913	87.188	0.0437361	1.25999e-3	0.238816	2.80210	0.669187
6.28319	36.2497	87.409	0.0434236	1.25985e-3	0.235244	2.82421	0.664378
6.28319	36.2830	87.498	0.0442947	1.24503e-3	0.232219	2.73794	0.635801
6.28319	36.3330	87.659	0.0438207	1.24765e-3	0.238760	2.76933	0.661205
6.28319	36.3830	87.782	0.0442279	1.24408e-3	0.234854	2.73838	0.643121
6.28319	36.4330	87.901	0.0440500	1.25508e-3	0.248109	2.76538	0.686116
6.28319	36.4830	88.027	0.0439341	1.24413e-3	0.240939	2.75304	0.663316
6.28319	36.5497	88.252	0.0440338	1.25088e-3	0.243788	2.75990	0.672830
6.28319	36.5830	88.357	0.0436964	1.24725e-3	0.245395	2.77210	0.680261
6.28319	36.6413	88.499	0.0435876	1.24236e-3	0.250589	2.76478	0.692822
6.28319	36.6997	88.707	0.0436470	1.22698e-3	0.244085	2.73097	0.666589
6.28319	36.7247	88.786	0.0440570	1.23395e-3	0.242188	2.72210	0.659260
6.28319	36.8163	89.083	0.0440050	1.23526e-3	0.246211	2.72568	0.671093
6.28319	36.8497	89.178	0.0437413	1.23360e-3	0.247212	2.73780	0.676816
6.28319	36.8913	89.282	0.0440389	1.23828e-3	0.247107	2.72968	0.674524
6.28319	36.9497	89.477	0.0439201	1.23493e-3	0.250563	2.72744	0.683397
6.28319	36.9997	89.613	0.0438591	1.23556e-3	0.246651	2.73514	0.674625
6.28319	37.0497	89.757	0.0439310	1.22638e-3	0.254440	2.70540	0.688362
6.28319	37.1080	89.958	0.0438104	1.23824e-3	0.250164	2.74187	0.685918
6.28319	37.1497	90.088	0.0437722	1.24019e-3	0.251808	2.74753	0.691848
6.28319	37.1997	90.203	0.0437738	1.23959e-3	0.257541	2.74232	0.706261
6.28319	37.2413	90.312	0.0438566	1.24291e-3	0.257381	2.74459	0.706405
6.28319	37.3080	90.488	0.0438284	1.24158e-3	0.255817	2.74444	0.702074
6.28319	37.3580	90.639	0.0438338	1.22698e-3	0.252122	2.71422	0.684315
6.28319	37.3997	90.751	0.0439123	1.24412e-3	0.267718	2.73681	0.732693
6.28319	37.4413	90.912	0.0438452	1.23419e-3	0.257824	2.72574	0.702760
6.28319	37.4997	91.103	0.0438963	1.23929e-3	0.262135	2.73096	0.715879
6.28319	37.5497	91.221	0.0439178	1.22967e-3	0.255820	2.71258	0.693931
6.28319	37.5997	91.376	0.0436832	1.22929e-3	0.266081	2.71949	0.723604
6.28319	37.6497	91.524	0.0435226	1.25627e-3	0.262111	2.79216	0.731855
6.28319	37.6997	91.653	0.0436304	1.24777e-3	0.262512	2.76614	0.726145
6.28319	37.7580	91.811	0.0436495	1.24186e-3	0.261133	2.75276	0.718837
6.28319	37.7997	91.939	0.0438052	1.23825e-3	0.258826	2.73653	0.708287
6.28319	37.8580	92.127	0.0436419	1.24701e-3	0.264290	2.76252	0.730108
6.28319	37.8913	92.236	0.0438375	1.25337e-3	0.266840	2.76247	0.737138
6.28319	37.9830	92.519	0.0442400	1.25784e-3	0.262330	2.75017	0.721452
6.28319	38.0247	92.674	0.0438680	1.25490e-3	0.265898	2.76458	0.735094
6.28319	38.0747	92.823	0.0440606	1.26435e-3	0.269583	2.77066	0.746924
6.28319	38.1163	92.929	0.0438511	1.26473e-3	0.268465	2.78551	0.747812
6.28319	38.1497	93.036	0.0439484	1.27107e-3	0.266184	2.79486	0.743948
6.28319	38.2163	93.224	0.0438060	1.27199e-3	0.265218	2.80666	0.744377
6.28319	38.2663	93.378	0.0438678	1.26702e-3	0.263190	2.79315	0.735128
6.28319	38.3247	93.561	0.0436374	1.28153e-3	0.271190	2.83439	0.768659
6.28319	38.3497	93.611	0.0434626	1.28525e-3	0.271542	2.85381	0.774928
6.28319	38.4163	93.833	0.0437428	1.28209e-3	0.270231	2.82948	0.764614
6.28319	38.4997	94.078	0.0433814	1.29737e-3	0.273511	2.88466	0.788985
6.28319	38.5413	94.207	0.0439116	1.29971e-3	0.263489	2.86214	0.754143
6.28319	38.5747	94.271	0.0435237	1.29703e-3	0.274052	2.87408	0.787647
6.28319	38.6330	94.489	0.0438780	1.30606e-3	0.264686	2.87749	0.761631
6.28319	38.6830	94.632	0.0436848	1.31401e-3	0.272309	2.90225	0.790307
6.28319	38.7413	94.804	0.0436978	1.32222e-3	0.270465	2.92088	0.789996
6.28319	38.7830	94.951	0.0437156	1.33629e-3	0.271553	2.94994	0.801065
6.28319	38.8330	95.071	0.0435844	1.34220e-3	0.266006	2.97604	0.791646
6.28319	38.8747	95.196	0.0437377	1.34485e-3	0.270660	2.96801	0.803320
6.28319	38.9163	95.375	0.0440020	1.36967e-3	0.265908	3.00821	0.799908
6.28319	38.9747	95.569	0.0435302	1.37058e-3	0.268906	3.04055	0.817622
6.28319	39.0330	95.745	0.0435573	1.36646e-3	0.267380	3.03069	0.810346
6.28319	39.0663	95.838	0.0435259	1.38004e-3	0.275903	3.05643	0.843278
6.28319	39.1330	95.981	0.0434531	1.39615e-3	0.267332	3.10400	0.829799
6.28319	39.1913	96.156	0.0435841	1.40339e-3	0.270244	3.10844	0.840040
6.28319	39.2330	96.310	0.0439270	1.44144e-3	0.269488	3.16841	0.853847
6.28319	39.2830	96.467	0.0435102	1.43563e-3	0.266387	3.18834	0.849333
6.28319	39.3247	96.619	0.0433411	1.44876e-3	0.267991	3.22876	0.865279
6.28319	39.3830	96.793	0.0435708	1.46341e-3	0.269561	3.24293	0.874169
6.28319	39.4330	96.937	0.0436745	1.48348e-3	0.270122	3.27914	0.885769
6.28319	39.4913	97.129	0.0438186	1.51095e-3	0.268210	3.33049	0.893269
6.28319	39.5163	97.209	0.0432551	1.50546e-3	0.265761	3.36366	0.893928
6.28319	39.5997	97.478	0.0435403	1.51929e-3	0.263995	3.37379	0.890666
6.28319	39.6330	97.602	0.0431806	1.55025e-3	0.269152	3.46678	0.933091
6.28319	39.6663	97.702	0.0440249	1.55333e-3	0.257520	3.41682	0.879900
6.28319	39.7330	97.876	0.0436298	1.59641e-3	0.265716	3.53628	0.939648
6.28319	39.7830	98.050	0.0438040	1.62166e-3	0.261180	3.58192	0.935525
6.28319	39.8497	98.275	0.0437919	1.65548e-3	0.263161	3.65586	0.962078
6.28319	39.8747	98.354	0.0434221	1.66142e-3	0.270494	3.69347	0.999061
6.28319	39.9163	98.442	0.0439244	1.66050e-3	0.262350	3.65662	0.959314
6.28319	39.9830	98.628	0.0437238	1.70833e-3	0.260392	3.78101	0.984544
6.28319	40.0413	98.791	0.0433989	1.74176e-3	0.264692	3.87976	1.02694

